HSK1_030	电脑	electronic computer, computery, data processor, information processing system, computer
HSK1_030	认真	serious, earnest, take for real
HSK1_030	热	hot
HSK1_030	差	be short, lack
HSK1_030	饿	starve
HSK1_030	学生	academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student
HSK1_030	下午	afternoon, CL:個|个[ge4], p.m.
HSK1_031	动作	demeanor, motion, behavior, performance, demeanour, play, turn, operation, operative, looseness, agency, gesticulation, movement, gesture, comportment, business, action, move
HSK1_031	慢	tardy, rude, slow down, slow, slow up, retard, lose, defer, supercilious, postpone, decelerate
HSK1_031	家人	relation, homefolk, inmate, kindred, household, relative, people, folks, kin, family members, family, kinsfolk, house
HSK1_031	坐下	subside, sit, sit down, sink, sit_down
HSK1_031	白	white, clear, pure, plain, wrongly written/mispronounced,
HSK1_031	姐姐	sis, big_sister, elder sister, sister
HSK1_031	女朋友	jane, girl, girl friend, lady friend, girlfriend, amie
HSK1_031	一半	det.: one half, in part, half
HSK1_031	西	W, Spain, west, occident, due west, western
HSK1_031	一边	at the same time, simultaneously;on the one/other hand
HSK1_032	听见	hear
HSK1_032	介绍	introduce, present, recommend, suggest, let know, brief
HSK1_032	字	graphic symbol, writing, pronunciation (of a word), form of a written character, receipt, printing type, script, name taken at the age of 20, courtesy name, wordage, character, grapheme, contract, scripts, symbolic representation, style of handwriting, word
HSK1_032	男朋友	boyfriend
HSK1_032	肉	pulp, chilli, cabobs, meat, lobscouse, paella, meaty, fleshy, flesh, marmite
HSK1_032	有时候	from time to time, on_occasion, occasionally, somewhile, otherwhile, now and again, sometimes, now and then, at times, on occasion, whiles, once in a while
HSK1_032	开玩笑	kid, spoof, jive, gag, make fun of, josh, daff, rot, quip, chaff, rib, banter, jolly, fun, sport, put_on, clown, fool, droll, jape, joke, skylark, jest, jocose, crack a joke
HSK1_032	路上	on the road, on a journey, road surface
HSK1_032	学习	study, learn, emulate
HSK1_032	累	tire, build by piling up, pile up, strain, weary, toil, accumulate, involve, tired, burthen, work hard, accumulation, fatigued, wear out
HSK1_033	汽车	automotive vehicle, machine, wheels, motorcar, motor vehicle, car, automotive, auto, wheel, autocar, motor, automobile, hoot, mobile, bus
HSK1_033	冷	cool, rare, cold, unfrequented, feel cold, chill, frosty(in manner), shot from hiding, strange
HSK1_033	下次	next time
HSK1_033	班	m.[event]
HSK1_033	课	subject, course, class
HSK1_033	上班	start work, go to work, be on duty
HSK1_033	山	Shan, jebel, pike, mountain, whitethorn, hump, anything resembling a mountain, gable, kop, chimney, hill, Surname, mount
HSK1_033	干净	clean, clear
HSK1_033	树	wood, Ruptiliocarpon caracolito, tree, arbor, Surname, caracolito
HSK1_033	吃饭	feed, dine, make a living, keep alive, have a meal, eat
HSK1_034	旁边	by the side of, side, adjacency, near by
HSK1_034	八	det.: eight
HSK1_034	毛	Mao, wool, bristle, nap, pilus, down, feather, mold, mildew, Surname, hair, 1 1 0 th yuan, 1 0 th yuan, dime, silk, cent, fur, marking
HSK1_034	常	often, usually, frequently
HSK1_034	中国	Cathay, China, china
HSK1_034	七	det.: seven
HSK1_034	菜	vegetable, greens, dish, course, food
HSK1_034	元	m.[standard]
HSK1_034	奶奶	nanna, address for married woman, granny, gran, grandmother, grandma, respectful form of address for an old woman, paternal grandmother
HSK1_034	去年	last year
HSK1_035	开车	to drive a car
HSK1_035	风	wind, common practice, custom, general mood, style, news, information
HSK1_035	饭	food, meal, repast, cooked rice or other cereals, dinner
HSK1_035	今年	this year
HSK1_035	左	left side, east, the Left
HSK1_035	地点	location, site, locale, locality, topographic point, point, venue, spot, situs, land site, place, locus
HSK1_035	右	right side as side of precedence, right side, west, winger, right, the right side, the Right, the right
HSK1_035	女生	schoolgirl, girl student, female student, female, girl, woman student, co-ed
HSK1_035	上次	last time
HSK1_035	桌子	mahogany, table, desk
HSK1_036	机场	landing field, flying field, airfield, airport, airdrome, field, aerodrome
HSK1_036	爷爷	grandad, Grandpa, granddad, grandpa, (paternal) grandfather, gramps, granddaddy, grandfather
HSK1_036	晚饭	evening meal, dinner, supper, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
HSK1_036	中间	center, middle
HSK1_036	唱歌	sing
HSK1_036	电	electricity
HSK1_036	火车	choo-choo, railroad train, car train, marshalling_yard, puff-puff, train
HSK1_036	不对	incorrect, wrong, amiss, abnormal, queer
HSK1_036	地上	on the ground, on the floor
HSK1_036	午饭	lunch, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
HSK1_037	有的	det : some
HSK1_037	东	east
HSK1_037	雨	rain
HSK1_037	好看	embarrassed, interesting, nice, good-looking, delightful
HSK1_037	车上	Car
HSK1_037	天气	sky, elements, weather condition, atmospheric condition, weather
HSK1_037	茶	tea
HSK1_037	上学	attend school, be at school
HSK1_037	九	det.: nine
HSK1_037	商店	concern, hospital, business, store, shoppe, shop
HSK1_038	好吃	delicious, good to eat, tasty, enjoy eating good food, gluttonous
HSK1_038	地图	map
HSK1_038	面包	bun, staff of life, cookie, breadstuff, bread
HSK1_038	页	page, leaf, m.[general], ,sheet of paper, sheet, piece, piece of paper, folio
HSK1_038	南	Yugoslavia, South, Nan, south, Surname, S, due south, austral, southern
HSK1_038	男生	brother, sonny boy, man, male, laddie, lad, boy student, male student, boy, schoolboy, sonny, cub, man student
HSK1_038	考试	examination, test
HSK1_038	没事儿	to have spare time, free from work, it's not important, it's nothing, never mind
HSK1_038	左边	left, the left side, to the left of
HSK1_038	同学	class fellow, fellow student, condisciple, classmate, schoolmate, schoolfellow, form of address used in speaking to a student
HSK1_039	北	atomic number 97, northward, north, berkelium, Bk, northern
HSK1_039	请问	Excuse me, may I ask...?
HSK1_039	钱包	purse, wallet
HSK1_039	百	cent, centum, century, hundred, det.: hundred
HSK1_039	网上	online
HSK1_039	贵	expensive, costly, highly valued
HSK1_039	洗手间	toilet, lavatory, washroom
HSK1_039	楼上	upstairs
HSK1_039	一点儿	det.: a little bit
HSK1_039	生病	come down, ail, fall ill, traik, sick, sicken
HSK1_040	最好	had better, it would be best
HSK1_040	国	surname Guo, country, nation, state, national, CL:個|个[ge4]
HSK1_040	在家	At home
HSK1_040	学院	seminary, college, school, hall, institute, academy, faculty
HSK1_040	牛奶	cow's milk
HSK1_040	右边	right side, right, to the right
HSK1_040	楼下	downstairs
HSK1_040	门口	porch, portal, doorway, gateway, threshold, room access, door, entering, entrance
HSK1_040	下班	get_off
HSK1_040	上课	attend class, go to class;give lesson/lecture
HSK1_041	考	study, inspect, give test, inspection, give, give/take test, test, investigate, verify, take test, give or take an examination, quiz, check
HSK1_041	起床	uprise, get up from bed, arise, get out of bed, turn out, rise, deck, get_up, awake, get up
HSK1_041	奶	breasts, milk
HSK1_041	图书馆	library
HSK1_041	走路	go away, stroam, go on foot, walk
HSK1_041	常常	oftentimes, ofttimes, commonly, ordinarily, oft, often, a great deal, normally, frequently, unremarkably, much, usually
HSK1_041	鸡蛋	(chicken) egg, hen's egg, CL:個|个[ge4],打[da2]
HSK1_041	关上	to close (a door), to turn off (light, electrical equipment etc)
HSK1_041	饭店	restraurant, restaurant, hotel
HSK1_041	中午	noon, midday, CL:個|个[ge4]
HSK1_042	明年	next year
HSK1_042	老人	oldster, ancient, old woman, crock, one's aged parents or grandparents, old man/woman, one's aged parents/grandparents, Sir, old person, gaffer, pop, one's aged parents, the aged/old, old_man, senior_citizen, oldie, greybeard, old man, graybeard, old, grandparents, the old, the aged, senior citizen, old_boy, old boy, woman, old-timer, old man or woman, one's aged grandparents
HSK1_042	读书	read, study, attend school
HSK1_042	工人	navvy, hired man, operative, working person, laborer, shopworker, esne, working man, hired hand, worker, workpeople, workman, hand
HSK1_042	上午	morning, CL:個|个[ge4]
HSK1_042	水果	fruit
HSK1_042	白天	daytime, during the day, day, CL:個|个[ge4]
HSK1_042	零	det.: zero, naught, nil
HSK1_042	打球	play a ball game using arms/hands
HSK1_042	开会	hold/attend meeting
HSK1_043	知识	lear, know-how, understanding, ken, instruction, science, sophistication, consciousness, light, awareness, cognizance, knowledge, lore, mastery, know, cognition, acquaintanceship, mind, intellect, knowingness, equipment
HSK1_043	上车	to get on or into (a bus, train, car etc)
HSK1_043	车站	station
HSK1_043	杯子	tumbler, drinking glass, cup, glass
HSK1_043	有用	belong, profit, count, useful, avail, powerful
HSK1_043	日期	calendar, when, date
HSK1_043	哪些	det.: which
HSK1_043	早饭	breakfast, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
HSK1_043	机票	air ticket, passenger ticket, CL:張|张[zhang1]
HSK1_043	玩儿	to play, to have fun, to hang out
HSK1_044	星期天	Sunday, CL:個|个[ge4]
HSK1_044	小朋友	child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child
HSK1_044	新年	New Year, CL:個|个[ge4]
HSK1_044	爱好	love, like, be fond of, be keen on
HSK1_044	商场	department store, bazar, line of business, field of operation, grocery store, emporium, bazaar, grocery, mall, commercial circle, field, market
